"LRD"	"0"
"LSL"	"0"
"LSO"	"139"
"LTL"	"2"
"LTU"	"418"
"LUX"	"628"
"LVA"	"471"
"LVL"	"1"
"LYD"	"0"
"MAC"	"143"
"MAD"	"0"
"MAR"	"1565"
"MCO"	"194"
"MDA"	"355"
"MDG"	"168"
"MDL"	"0"
"MDV"	"1850"
"MEX"	"8580"
"MGA"	"0"
"MHL"	"256"
"MKD"	"410"
"MLI"	"3681"
"MLT"	"377"
"MMK"	"1"
"MMR"	"2559"
"MNE"	"55"
"MNG"	"243"
"MNT"	"0"
"MOP"	"0"
"MOZ"	"272"
"MRO"	"0"
"MRT"	"202"
"MTL"	"0"
"MUR"	"0"
"MUS"	"222"
"MVR"	"0"
"MWI"	"201"
"MWK"	"1"
"MXN"	"0"
"MXV"	"0"
"MYR"	"0"
"MYS"	"9667"
"MZN"	"0"
"NAD"	"0"
"NAM"	"138"
"NATO"	"2841"
"NER"	"11255"
"NGA"	"10986"
"NGN"	"71"
"NIC"	"562"
"NIO"	"0"
"NOK"	"0"
"NOR"	"1387"
"NPL"	"4710"
"NPR"	"0"
"NRU"	"266"
"NZD"	"0"
"NZL"	"431"
"OAS"	"368"
"OECD"	"182"
"OMN"	"282"
"OMR"	"0"
"OPEC"	"223"
"PAB"	"3"
"PAK"	"8023"
"PAN"	"1136"
"PEN"	"0"
"PER"	"1718"
"PGK"	"0"
"PHL"	"3541"
"PHP"	"0"
"PKR"	"0"
"PLN"	"2"
"PLW"	"17"
"PNG"	"50"
"POL"	"3310"
"PRK"	"1826"
"PRT"	"1188"
"PRY"	"556"
"PYG"	"8"
"QAR"	"0"
"QAT"	"1774"
"RON"	"0"
"ROU"	"939"
"RSD"	"0"
"RUB"	"0"
"RWA"	"725"
"RWF"	"0"
"SADC"	"11"
"SAR"	"0"
"SAU"	"5670"
"SBD"	"0"
"SCR"	"0"
"SDG"	"0"
"SDN"	"2796"
"SEK"	"0"
"SEN"	"805"
"SGD"	"0"
"SGP"	"1629"
"SHP"	"0"
"SKK"	"0"
"SLB"	"58"
"SLE"	"394"
"SLL"	"1665"
"SLV"	"902"
"SMR"	"0"
"SOM"	"2362"
"SOS"	"0"
"SRB"	"1128"
"SRD"	"0"
"SSD"	"303"
"STD"	"0"
"STP"	"0"
"SUR"	"56"
"SVK"	"308"
"SVN"	"222"
"SWE"	"2407"
"SWZ"	"24"
"SYC"	"3730"
"SYP"	"0"
"SYR"	"25167"
"SZL"	"0"
"TCD"	"967"
"TGO"	"86"
"THA"	"5025"
"THB"	"32"
"TJK"	"154"
"TJS"	"0"
"TKM"	"124"
"TLS"	"104"
"TMM"	"1"
"TND"	"0"
"TON"	"80"
"TOP"	"0"
"TRY"	"0"
"TTD"	"0"
"TTO"	"14"
"TUN"	"3732"
"TUR"	"11345"
"TUV"	"9"
"TWD"	"0"
"TWN"	"1547"
"TZA"	"407"
"TZS"	"0"
"UAH"	"43"
"UGA"	"949"
"UGX"	"0"
"UKR"	"36923"
"UN"	"16345"
"URY"	"1531"
"USA"	"120430"
"USD"	"1"
"USN"	"1102"
"USS"	"1102"
"UYU"	"0"
"UZB"	"164"
"UZS"	"0"
"VAT"	"11249"
"VCT"	"8"
"VEB"	"0"
"VEN"	"5636"
"VND"	"0"
"VNM"	"1874"
"VUT"	"420"
"VUV"	"0"
"WSM"	"75"
"WST"	"0"
"WTO"	"146"
"XAF"	"0"
"XAG"	"0"
"XAU"	"0"
"XBA"	"0"
"XBB"	"0"
"XBC"	"0"
"XBD"	"0"
"XCD"	"0"
"XDR"	"0"
"XFO"	"0"
"XFU"	"0"
"XOF"	"0"
"XPD"	"0"
"XPF"	"0"
"XPT"	"0"
"XTS"	"0"
"XXX"	"0"
"YEM"	"7521"
"YER"	"0"
"ZAF"	"2966"
"ZAR"	"0"
"ZMB"	"310"
"ZMK"	"1"
"ZWD"	"0"
"ZWE"	"511"
